Language_ID,Text_ID,Sentence_Number,ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,OTC_ID,LGR_Conformance,Abbreviations
jama1261,10_The_Toto_Spirit,3,jama1261a-10_The_Toto_Spirit-a3,Faya bati kamematamona fahi.,faya	bati	ka-ma-himata-mona	fahi,so	3SG.POSS.father(M)	come-back-FP.N.M-REP.M	then,Then her father came home.,,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,10_The_Toto_Spirit,4,jama1261a-10_The_Toto_Spirit-a4,"Tikoto bitimi kanike, wa fari.",tikoto	bitimi	ka-nike	waa	faari,2SG.POSS.daughter(F)	2SG.POSS.nephew(M)	COMIT-ask_for.M	stand.CONT.M	that_one.M,"""Your nephew asked for your daughter. He's standing there.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""COMIT"": ""comitative"", ""CONT"": ""continuative""}"
jama1261,10_The_Toto_Spirit,5,jama1261a-10_The_Toto_Spirit-a5,Okoto kanikanoho?,okoto	ka-nika-no-ho,my_daughter(F)	COMIT-ask_for.NOM.M-IP.N.M-DU.P,"""Did he really ask for my daughter?""",,jama1261a,WORD_ALIGNED,"{""COMIT"": ""comitative"", ""NOM"": ""nominative"", ""IP"": ""immediate past"", ""DU"": ""dual""}"
jama1261,10_The_Toto_Spirit,6,jama1261a-10_The_Toto_Spirit-a6,Okoto hiwakamahi.,okoto	hi-ka-ka-ma-hi,my_daughter(F)	OC-COMIT-go-back-IMP.F,"""Let him take my daughter.""",,jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""IMP"": ""imperative""}"
jama1261,10_The_Toto_Spirit,7,jama1261a-10_The_Toto_Spirit-a7,Hiwakamahi.,hi-ka-ka-ma-hi,OC-COMIT-go-back-IMP.F,"""Let him take her.""",,jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""IMP"": ""imperative""}"
jama1261,10_The_Toto_Spirit,8,jama1261a-10_The_Toto_Spirit-a8,"Faya bite ta nematamona fahi, bite kaiwarabanihi.",faya	bite	taa	na-himata-mona	fahi	bite	ka-hiwa-ra-haba-ni-hi,so	3SG.POSS.daughter(F)	give	AUX-FP.N.M-REP.M	then	3SG.POSS.daughter(F)	COMIT-have_children-NEG-FUT.F-IP.N.F-DU.P,"So he gave away his daughter, but she didn't have any children.",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""COMIT"": ""comitative"", ""NEG"": ""negative"", ""FUT"": ""future"", ""IP"": ""immediate past"", ""DU"": ""dual""}"
jama1261,10_The_Toto_Spirit,9,jama1261a-10_The_Toto_Spirit-a9,Faya toto abono tokomematamonane.,faya	toto	abono	to-ka-ma-himata-mona-ne,so	bamboo.sp(F)	spirit	away-go-back-FP.N.M-REP.M-BKG.M,So the toto spirit went home.,,jama1261a,WORD_ALIGNED,"{""FP"": ""far past"", ""REP"": ""reported"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,10,jama1261a-10_The_Toto_Spirit-a10,"Tokome fare taboro ya tokome, kobo toname, kobo tonamematamonaka.",to-ka-me	fare	taboro	ya	to-ka-me	kobo	to-na-me	kobo	to-na-ma-himata-mona-ka,away-go-back.M	same.M	place.M	ADJU	away-go-back.M	arrive	away-AUX-back.M	arrive	away-AUX-back-FP.N.M-REP.M-DECL.M,He went home. He went to his own home. He arrived back home.,,jama1261a,WORD_ALIGNED,"{""ADJU"": ""adjunct"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,11,jama1261a-10_The_Toto_Spirit-a11,Kobo toname ama.,kobo	to-na-me	ama,arrive	away-AUX-back.M	SEC,He arrived back home.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""SEC"": ""secondary verb""}"
jama1261,10_The_Toto_Spirit,12,jama1261a-10_The_Toto_Spirit-a12,"Yama, iyawa fati siremetemone fahi.",yama	iyawa	fati	sira-hemete-mone	fahi,thing(F)	grated_mash(F)	3SG.POSS.wife(F)	toast-FP.N.F-REP.F	then,His wife toasted manioc mash.,,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,10_The_Toto_Spirit,13,jama1261a-10_The_Toto_Spirit-a13,"Iyawa fati sira, fatibonehe.",iyawa	fati	sira	fati-bone-he,grated_mash(F)	3SG.POSS.wife(F)	toast.F	3SG.POSS.wife(F)-INT.F-DU.P,"His wife toasted manioc mash, his bride.",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""INT"": ""intentive"", ""DU"": ""dual""}"
jama1261,10_The_Toto_Spirit,14,jama1261a-10_The_Toto_Spirit-a14,Faya iyawa siremetemone fahi.,faya	iyawa	sira-hemete-mone	fahi,so	grated_mash(F)	toast-FP.N.F-REP.F	then,She toasted manioc mash.,,jama1261a,WORD_ALIGNED,"{""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,10_The_Toto_Spirit,15,jama1261a-10_The_Toto_Spirit-a15,"Faya me tafemetemone fahi, tafamarabanihi.",faya	me	tafa-hemete-mone	fahi	tafa-ma-ra-haba-ni-hi,so	3PL.S	eat-FP.N.F-REP.F	then	eat-back-NEG-FUT.F-IP.N.F-DU.P,"Then they ate, but she didn't eat again.",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""FP"": ""far past"", ""REP"": ""reported"", ""NEG"": ""negative"", ""FUT"": ""future"", ""IP"": ""immediate past"", ""DU"": ""dual""}"
jama1261,10_The_Toto_Spirit,16,jama1261a-10_The_Toto_Spirit-a16,"Faya me tafa me amo kana me, hitakoraremetemoneke.",faya	me	tafa	me	amo	ka-na	me	hi-takora-ra-hemete-mone-ke,so	3PL.S	eat.F	3PL.S	sleep	COMIT-AUX.F	3PL.S	OC-be_in_hammock_with-NEG-FP.N.F-REP.F-DECL.F,They ate. The two of them slept. He didn't sleep in the same hammock with her.,,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""OC"": ""O-construction marker"", ""NEG"": ""negative"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,17,jama1261a-10_The_Toto_Spirit-a17,"Hitakorara, hine ya winaha ni ya winabase, ai ni hinofaremetemoneke.",hi-takora-ra	hine	ya	winaha	ni	ya	wina-base	ahi	ni	hi-nofa-ra-hemete-mone-ke,OC-be_in_hammock_with-NEG.F	only	ADJU	lie_in_hammock.F	to	ADJU	lie_in_hammock-edge.M	have_sex_with	AUX.NFIN	OC-want-NEG-FP.N.F-REP.F-DECL.F,He didn't sleep in the same hammock with her. He just lay in the hammock beside where she was lying. He didn't want to have sex with her.,"The verb winaha is a relative clause, as seen by the fact that it occurs with ni ya (Vogel 2022b:142f). Since it occurs with no NP, it is evidence for Dixon's (2004:525) contention that relative clauses are internally headed.",jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""NEG"": ""negative"", ""ADJU"": ""adjunct"", ""AUX"": ""auxiliary"", ""NFIN"": ""non-finite"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,18,jama1261a-10_The_Toto_Spirit-a18,"Ai ni hinofara, faya toto abono, Oko, oko iyawa abarake.",ahi	ni	hi-nofa-ra	faya	toto	abono	o-ka	o-ka	iyawa	ahaba-hara-ke,have_sex_with	AUX.NFIN	OC-want-NEG.F	so	bamboo.sp(F)	spirit	1SG.POSS-POSS	1SG.POSS-POSS	grated_mash(F)	end-IP.E.F-DECL.F,"He didn't want to have sex with her. ""My manioc mash is all gone.""",,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""NFIN"": ""non-finite"", ""OC"": ""O-construction marker"", ""NEG"": ""negative"", ""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""IP"": ""immediate past"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,19,jama1261a-10_The_Toto_Spirit-a19,Iyawa abarake.,iyawa	ahaba-hara-ke,grated_mash(F)	end-IP.E.F-DECL.F,"""The manioc mash is all gone.""",,jama1261a,WORD_ALIGNED,"{""IP"": ""immediate past"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,20,jama1261a-10_The_Toto_Spirit-a20,Fowa bore tikanabone onara oke.,fowa	bore	ti-ka-na-habone	o-na-hara	o-ke,manioc(M)	pull_out	2SG.S-COMIT-AUX-INT.F	1SG.S-say-IP.E.F	1SG.S-DECL.F,"""I want you to pull up some manioc.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""INT"": ""intentive"", ""IP"": ""immediate past"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,21,jama1261a-10_The_Toto_Spirit-a21,Fowa bore tikana fowa hiti.,fowa	bore	ti-ka-na	fowa	hiti,manioc(M)	pull_out	2SG.S-COMIT-AUX.LIST	manioc(M)	grate.LIST,"""When you have pulled up the manioc, grate the manioc, too.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""LIST"": ""list construction""}"
jama1261,10_The_Toto_Spirit,22,jama1261a-10_The_Toto_Spirit-a22,Fowa hiti tinisahi.,fowa	hiti	ti-na-risa-hi,manioc(M)	grate	2SG.S-AUX-down-IMP.F,"""Grate the manioc.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""AUX"": ""auxiliary"", ""IMP"": ""imperative""}"
jama1261,10_The_Toto_Spirit,23,jama1261a-10_The_Toto_Spirit-a23,Fowa hiti tinisa iyawa nanafi nama nabanake.,fowa	hiti	ti-na-risa	iyawa	na-nafi	na-nama	na-habana-ke,manioc(M)	grate	2SG.S-AUX-down.F	grated_mash(F)	DU.P-be_big	AUX-SUPER	AUX-FUT.F-DECL.F,"""When you grate the manioc, there will be a lot of manioc mash.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""AUX"": ""auxiliary"", ""DU"": ""dual"", ""SUPER"": ""superlative"", ""FUT"": ""future"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,24,jama1261a-10_The_Toto_Spirit-a24,"Faya fowa bore na, fowa iso na fowa sowe nemetemoneke.",faya	fowa	bore	na	fowa	iso	na	fowa	sowe	na-hemete-mone-ke,so	manioc(M)	pull_out	AUX.F	manioc(M)	carry_off	AUX.F	manioc(M)	scrape	AUX-FP.N.F-REP.F-DECL.F,So she pulled up manioc. She carried the manioc. She peeled the manioc.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,25,jama1261a-10_The_Toto_Spirit-a25,"Fowa  sowe na, fowa sowe na fara kawiabanihi.",fowa	sowe	na	fowa	sowe	na	fara	kawia-ba-ni-hi,manioc(M)	scrape	AUX.F	manioc(M)	scrape	AUX.F	same.F	accompanying_food-FUT-IP.N.F-DU.P,She peeled the manioc. She peeled the manioc that was to be the starch eaten with herself.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""FUT"": ""future"", ""IP"": ""immediate past"", ""DU"": ""dual""}"
jama1261,10_The_Toto_Spirit,26,jama1261a-10_The_Toto_Spirit-a26,Fara kawiabani ra ai nemetemoneni.,fara	kawia-ba-ni	ra	ahi	na-hemete-mone-ni,same.F	accompanying_food-FUT-IP.N.F	O	work_on	AUX-FP.N.F-REP.F-BKG.F,She made the starch that was eaten with herself.,,jama1261a,WORD_ALIGNED,"{""FUT"": ""future"", ""IP"": ""immediate past"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,27,jama1261a-10_The_Toto_Spirit-a27,Fowa hiti nemetemoneke.,fowa	hiti	na-hemete-mone-ke,manioc(M)	grate	AUX-FP.N.F-REP.F-DECL.F,She grated the manioc.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,28,jama1261a-10_The_Toto_Spirit-a28,"Fowa hiti na, fowa hiti nemetemoneke.",fowa	hiti	na	fowa	hiti	na-hemete-mone-ke,manioc(M)	grate	AUX.F	manioc(M)	grate	AUX-FP.N.F-REP.F-DECL.F,She grated the manioc.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,29,jama1261a-10_The_Toto_Spirit-a29,"Fowa hiti ni ahabe ya, iyawa, fowa nano na, fowa nano nemetemoneke fahi.",fowa	hiti	ni	ahabe	ya	iyawa	fowa	nano	na	fowa	nano	na-hemete-mone-ke	fahi,manioc(M)	be_grated	AUX.NFIN	end.NOM.M	ADJU	grated_mash(F)	manioc(M)	squeeze	AUX.F	manioc(M)	squeeze	AUX-FP.N.F-REP.F-DECL.F	then,"When the manioc was finished being grated, she put the manioc through the sieve.",,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""NFIN"": ""non-finite"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,30,jama1261a-10_The_Toto_Spirit-a30,Fowa nano ni abematamonaka.,fowa	nano	ni	ahaba-himata-mona-ka,manioc(M)	be_squeezed	AUX.NFIN	end-FP.N.M-REP.M-DECL.M,The manioc was finished being put through the sieve.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""NFIN"": ""non-finite"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,31,jama1261a-10_The_Toto_Spirit-a31,"Toto Abono aba, aba me tani tihara tiwa awine tini?",Toto_Abono	aba	aba	me	tani	ti-ha-ra	tiwa	awine	ti-ni,Toto_Abono(M)	fish(M)	fish(M)	3PL.POSS	killer	2SG.S-be-NEG.F	2SG.S	seem.F	2SG.S-BKG.F,"""Toto Abono, aren't you a fisherman?""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessor/possessor marker"", ""SG"": ""singular"", ""NEG"": ""negative"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,32,jama1261a-10_The_Toto_Spirit-a32,Aba me sasa kana wati okia okere.,aba	me	sasaa_kana	wati	o-kiha	o-ke-re,fish(M)	3PL.POSS	thing_for_spearing	arrow(M)	1SG.S-have	1SG.S-DECL.F-NEG.F,"""I don't have any arrows to spear fish with.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""POSS"": ""possessor/possessor marker"", ""SG"": ""singular"", ""DECL"": ""declarative"", ""NEG"": ""negative""}"
jama1261,10_The_Toto_Spirit,33,jama1261a-10_The_Toto_Spirit-a33,Aba me kaya ke.,aba	me	kaya	ke,fish(M)	3PL.S	stand	DECL.F,"""The fish are there in the water.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,34,jama1261a-10_The_Toto_Spirit-a34,Aba me kaya na me wati okiarihi.,aba	me	kaya	na	me	wati	o-kiha-rihi,fish(M)	3PL.S	stand	AUX.F	3PL.S	arrow(M)	1SG.S-have-NEG.LIST,"""The fish are there in the water, but I don't have any arrows.""",,jama1261a,WORD_ALIGNED,"{""PL"": ""plural"", ""AUX"": ""auxiliary"", ""SG"": ""singular"", ""NEG"": ""negative"", ""LIST"": ""list construction""}"
jama1261,10_The_Toto_Spirit,35,jama1261a-10_The_Toto_Spirit-a35,Oye honarimakoni ofimi onofa ama oni.,o-yehe	hona-ra-makoni	o-fimi	o-nofa	ama	o-ni,1SG.POSS-hand	have_something-NEG-for_this_reason.F	1SG.S-be_hungry	1SG.S-recently.F	SEC	1SG.S-BKG.F,"""Because I don't have any equipment, I am always hungry.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""NEG"": ""negative"", ""SEC"": ""secondary verb"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,36,jama1261a-10_The_Toto_Spirit-a36,"Faya toto abono tokare, kasiro hikane, iyawa hinita kaba, iyawa hinita kabemetemoneni.",faya	toto	abono	to-ka-re	kasiro	hi-ka-ne	iyawa	hinita	kaba	iyawa	hinita	kaba-hemete-mone-ni,so	bamboo.sp(F)	spirit	away-go-NEG.M	complain_about	OC-COMIT-AUX.M	grated_mash(F)	alone	eat.F	grated_mash(F)	alone	eat-FP.N.F-REP.F-BKG.F,So the toto spirit didn't go out. She pestered him. She ate manioc meal by itself.,,jama1261a,WORD_ALIGNED,"{""NEG"": ""negative"", ""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,37,jama1261a-10_The_Toto_Spirit-a37,Iyawa hinita kabi onofarini.,iyawa	hinita	kabi	o-nofa-ra-ni,grated_mash(F)	alone	eat.NFIN	1SG.S-want-NEG-BKG.F,"""I don't want to eat manioc meal by itself.""",,jama1261a,WORD_ALIGNED,"{""NFIN"": ""non-finite"", ""SG"": ""singular"", ""NEG"": ""negative"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,38,jama1261a-10_The_Toto_Spirit-a38,"Iyawa hinita kabemetemoneke, me amo kanabone me fama mati.",iyawa	hinita	kaba-hemete-mone-ke	me	amo	ka-na-habone	me	fama	mati,grated_mash(F)	alone	eat-FP.N.F-REP.F-DECL.F	3PL.S	sleep	COMIT-AUX-INT.F	3PL.S	be_two.F	3PL.S,"She ate manioc meal by itself, before the two of them slept.",,jama1261a,WORD_ALIGNED,"{""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative"", ""PL"": ""plural"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""INT"": ""intentive""}"
jama1261,10_The_Toto_Spirit,39,jama1261a-10_The_Toto_Spirit-a39,"Faya amo na, amo nemetemone fahi.",faya	amo	na	amo	na-hemete-mone	fahi,so	sleep	AUX.F	sleep	AUX-FP.N.F-REP.F	then,She slept.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,10_The_Toto_Spirit,40,jama1261a-10_The_Toto_Spirit-a40,Hato abono ai bai ite ya yifo tafa nematamonaka.,hato	abono	ahi	bahi	ite	ya	yifo	tafa	na-himata-mona-ka,bamboo.sp(F)	spirit	there	sun(M)	sit.M	ADJU	firewood(F)	split	AUX-FP.N.M-REP.M-DECL.M,When the sun was this high the hato spirit cut firewood.,"Here and in a couple other places in the story, the spirit is called hato abono, the same name used in the Jamamadi version of the story. Hato is another species of bamboo.",jama1261a,WORD_ALIGNED,"{""ADJU"": ""adjunct"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,41,jama1261a-10_The_Toto_Spirit-a41,"Faya yifo tafa ne, yifo tafa nematamonane.",faya	yifo	tafa	ne	yifo	tafa	na-himata-mona-ne,so	firewood(F)	split	AUX.M	firewood(F)	split	AUX-FP.N.M-REP.M-BKG.M,He cut firewood.,,jama1261a,WORD_ALIGNED,"{""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""BKG"": ""backgrounding""}"
jama1261,10_The_Toto_Spirit,42,jama1261a-10_The_Toto_Spirit-a42,"Yifo ta toniharematamonaka, fati, fatitebone, hiwakama wati kanehinoho.",yifo	taa	to-niha--re-himata-mona-ka	fati	fati-tee-bone	hi-ka-ka-ma	wati	ka-na-hino-ho,firewood(F)	be_piled_up	CH-CAUS--raised_surface-FP.N.M-REP.M-DECL.M	3SG.POSS.wife(F)	3SG.POSS.wife(F)-HAB-INT.F	OC-COMIT-come-back.F	plan_against	COMIT-AUX-IP.N.M-DU.P,"He put the firewood in a pile.  He was planning against his bride, who he had brought.",,jama1261a,WORD_ALIGNED,"{""CH"": ""change of state"", ""CAUS"": ""causative"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative"", ""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""HAB"": ""habitual"", ""INT"": ""intentive"", ""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""IP"": ""immediate past"", ""DU"": ""dual""}"
jama1261,10_The_Toto_Spirit,43,jama1261a-10_The_Toto_Spirit-a43,"Wati hikanani, amo na, amo ni tati ba hiremetemoneke, amo naro ahi, yama we kamaki ya.",wati	hi-ka-na-hani	amo	na	amo	ni	tati	baa	hi--re-hemete-mone-ke	amo	na-haaro	ahi	yama	wehe	ka-maki	ya,plan_against	OC-COMIT-AUX-IP.N.F	sleep	AUX.M	sleep	AUX.NFIN	head	hit	OC--raised_surface-FP.N.F-REP.F-DECL.F	sleep	AUX-IP.E.F	then	thing(F)	light.F	come-following.NOM	ADJU,"He was planning against her. She was sleeping. While she was sleeping, he hit her on the head, at dawn.",,jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""IP"": ""immediate past"", ""NFIN"": ""non-finite"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct""}"
jama1261,10_The_Toto_Spirit,44,jama1261a-10_The_Toto_Spirit-a44,Faya tati ba hiremetemone ahi.,faya	tati	baa	hi--re-hemete-mone	ahi,so	head	hit	OC--raised_surface-FP.N.F-REP.F	then,He hit her on the head.,,jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""FP"": ""far past"", ""REP"": ""reported""}"
jama1261,10_The_Toto_Spirit,45,jama1261a-10_The_Toto_Spirit-a45,"Faya ahaba, bosa hikana bobi hinamina hikabaminemetemoneke.",faya	ahaba	bosa	hi-ka-na	bobi	hi-na-mina	hi-kaba-mina-hemete-mone-ke,so	die.F	get_up_early	OC-COMIT-AUX.F	slit	OC-AUX-morning.F	OC-eat-morning-FP.N.F-REP.F-DECL.F,She died. He got up early with respect to her. He cut her up in the morning. He ate her in the morning.,,jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""COMIT"": ""comitative"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,46,jama1261a-10_The_Toto_Spirit-a46,"Tabasi hina, tabasi hini ya hikaba, fara kakawiabone hiti hinaha ya kakawi hinemetemoneke.",tabasi	hi-na	tabasi	hi-ni	ya	hi-kaba	fara	kakawia-bone	hiti	hi-naha	ya	ka-kawi	hi-na-hemete-mone-ke,roast_on_rack	OC-AUX.F	roast_on_rack	OC-AUX.NOM.F	ADJU	OC-eat.F	same.F	accompanying_food-INT.F	grate	OC-AUX.F	ADJU	COMIT-eat_with_something	OC-AUX-FP.N.F-REP.F-DECL.F,"He roasted her. After he roasted her, he ate her. He ate her with the starch that she herself had grated.",,jama1261a,WORD_ALIGNED,"{""OC"": ""O-construction marker"", ""AUX"": ""auxiliary"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""INT"": ""intentive"", ""COMIT"": ""comitative"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,47,jama1261a-10_The_Toto_Spirit-a47,"Faya kakawi hina, faya abi ya, faya fati kabi abi ya, yana tone fimihi yana tone, tokomematamonaka.",faya	ka-kawi	hi-na	faya	ahabi	ya	faya	fati	kabi	ahabi	ya	yana	to-ne	fimihi	yana	to-ne	to-ka-ma-himata-mona-ka,so	DU.P-eat_with_something	OC-AUX.F	so	die.NOM.F	ADJU	so	3SG.POSS.wife(F)	be_eaten.NFIN	end.NOM.F	ADJU	start	CH-AUX.M	be_hungry.M	start	CH-AUX.M	away-go-back-FP.N.M-REP.M-DECL.M,"He ate her with starch. When the eating of his wife was finished, he got ready to leave. He was hungry, and he got ready to leave. He went back.",,jama1261a,WORD_ALIGNED,"{""DU"": ""dual"", ""OC"": ""O-construction marker"", ""AUX"": ""auxiliary"", ""NOM"": ""nominative"", ""ADJU"": ""adjunct"", ""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""NFIN"": ""non-finite"", ""CH"": ""change of state"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,48,jama1261a-10_The_Toto_Spirit-a48,"Tokome, hinaka koma ni ya, hinaka koma ni ya tokome kobo toname, kobo tonamematamonaka.",to-ka-me	hinaka	koma	ni	ya	hinaka	koma	ni	ya	to-ka-me	kobo	to-na-me	kobo	to-na-ma-himata-mona-ka,away-go-back.M	3SG.POSS	son-in-law(M)	to	ADJU	3SG.POSS	son-in-law(M)	to	ADJU	away-go-back.M	arrive	away-AUX-back.M	arrive	away-AUX-back-FP.N.M-REP.M-DECL.M,He went back. He went back to his mother-in-law. He arrived.,"Instead of hinaka koma, Siko should have said hinakaso 'his mother-in-law'.",jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker"", ""ADJU"": ""adjunct"", ""AUX"": ""auxiliary"", ""FP"": ""far past"", ""REP"": ""reported"", ""DECL"": ""declarative""}"
jama1261,10_The_Toto_Spirit,49,jama1261a-10_The_Toto_Spirit-a49,"Aa, ati maki kame.",aa	ati	maki	ka-me,aha	2SG.POSS.older_sister(F)	3SG.POSS.husband(M)	come-back.M,"""Aha, there comes your older sister's husband.""","The feminine equivalent of kame is kamini, showing the pairing of feminine -ni with ""nothing"" rather than the masculine -ne. This phenomenon is discussed by Dixon (2004:411), who claims, however, that it only applies to polar questions. The masculine -ne could be used to form the word kamane, but then the word would contain continuous aspect (cf. e.g. abawahane in sentence (231), and the feminine equivalent would be kamineni, which contains the continuous suffix -ne, and not kamini. See also Vogel (2022b:36f).",jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""POSS"": ""possessor/possessor marker""}"
jama1261,10_The_Toto_Spirit,50,jama1261a-10_The_Toto_Spirit-a50,"Oof, okomine oke.",oof	o-ka-ma-ne	o-ke,hoo	1SG.S-come-back-CONT.F	1SG.S-DECL.F,"""Whew, I have come back.""",,jama1261a,WORD_ALIGNED,"{""SG"": ""singular"", ""CONT"": ""continuative"", ""DECL"": ""declarative""}"
